year,jn_code,hybrid_oa_articles,articles,journal_title,e_issn,oa_mode
2017,JBI,5,220,Journal of Biogeography,1365-2699,hybrid oa
2017,JBIO,5,223,Journal of Biophotonics,1864-0648,hybrid oa
2017,JBM,11,359,Journal of Biomedical Materials Research Part A,1552-4965,hybrid oa
2017,JBMB,7,236,Journal of Biomedical Materials Research Part B: Applied Biomaterials,1552-4981,hybrid oa
2017,JBMR,18,299,Journal of Bone and Mineral Research,1523-4681,hybrid oa
2017,JCA,2,91,Journal of Clinical Apheresis,1098-1101,hybrid oa
2017,JCAL,2,54,Journal of Computer Assisted Learning,1365-2729,hybrid oa
2017,JCB,14,709,Journal of Cellular Biochemistry,1097-4644,hybrid oa
2017,JCC,10,356,Journal of Computational Chemistry,1096-987X,hybrid oa
2017,JCCM,2,71,Journal of Contingencies and Crisis Management,1468-5973,hybrid oa
2017,JCE,5,278,Journal of Cardiovascular Electrophysiology,1540-8167,hybrid oa
2017,JCH,5,192,The Journal of Clinical Hypertension,1751-7176,hybrid oa
2017,JCLP,4,132,Journal of Clinical Psychology,1097-4679,hybrid oa
2017,JCMS,4,175,JCMS: Journal of Common Market Studies,1468-5965,hybrid oa
2017,JCOP,1,91,Journal of Community Psychology,1520-6629,hybrid oa
2017,JCP,23,623,Journal of Cellular Physiology,1097-4652,hybrid oa
2017,JCPE,8,187,Journal of Clinical Periodontology,1600-051X,hybrid oa
2017,JCPH,33,191,Journal of Clinical Pharmacology,1552-4604,hybrid oa
2017,JCPT,7,161,Journal of Clinical Pharmacy and Therapeutics,1365-2710,hybrid oa
2017,JCPY,4,81,Journal of Consumer Psychology,1532-7663,hybrid oa
2017,JCR,55,211,Journal of Applied Crystallography,1600-5767,hybrid oa
2017,JCTB,10,350,Journal of Chemical Technology and Biotechnology,1097-4660,hybrid oa
2017,JCU,3,148,Journal of Clinical Ultrasound,1097-0096,hybrid oa
2017,JDB,3,114,Journal of Diabetes,1753-0407,hybrid oa
2017,JDE,19,461,The Journal of Dermatology,1346-8138,hybrid oa
2017,JDN,2,94,International Journal of Developmental Neuroscience,1873-474X,hybrid oa
2017,JDV,20,667,Journal of the European Academy of Dermatology and Venereology,1468-3083,hybrid oa
2017,JEB,10,186,Journal of Evolutionary Biology,1420-9101,hybrid oa
2017,JEC,9,202,Journal of Ecology,1365-2745,hybrid oa
2017,JEMT,2,159,Microscopy Research and Technique,1097-0029,hybrid oa
2017,JEN,3,78,Journal of Applied Entomology,1439-0418,hybrid oa
2017,JEP,19,175,Journal of Evaluation in Clinical Practice,1365-2753,hybrid oa
2017,JERD,1,79,Journal of Esthetic and Restorative Dentistry,1708-8240,hybrid oa
2017,JFB,2,256,Journal of Fish Biology,1095-8649,hybrid oa
2017,JFD,12,168,Journal of Fish Diseases,1365-2761,hybrid oa
2017,JFDS,10,416,Journal of Food Science,1750-3841,hybrid oa
2017,JFO,4,370,Journal of Forensic Sciences,1556-4029,hybrid oa
2017,JFPP,2,384,Journal of Food Processing and Preservation,1745-4549,hybrid oa
2017,JFS,2,93,Journal of Food Safety,1745-4565,hybrid oa
2017,JFTR,1,62,Journal of Family Theory & Review,1756-2589,hybrid oa
2017,JGC4,14,138,Journal of Genetic Counseling,1573-3599,hybrid oa
2017,JGH,6,448,Journal of Gastroenterology and Hepatology,1440-1746,hybrid oa
2017,JGM,2,61,The Journal of Gene Medicine,1521-2254,hybrid oa
2017,JGRA,80,842,Journal of Geophysical Research: Space Physics,2169-9402,hybrid oa
2017,JGRB,38,563,Journal of Geophysical Research: Solid Earth,2169-9356,hybrid oa
2017,JGRC,84,575,Journal of Geophysical Research: Oceans,2169-9291,hybrid oa
2017,JGRD,85,789,Journal of Geophysical Research: Atmospheres,2169-8996,hybrid oa
2017,JGRE,22,157,Journal of Geophysical Research: Planets,2169-9100,hybrid oa
2017,JGRF,13,135,Journal of Geophysical Research: Earth Surface,2169-9011,hybrid oa
2017,JGRG,25,224,Journal of Geophysical Research: Biogeosciences,2169-8961,hybrid oa
2017,JGS,15,521,Journal of American Geriatrics Society,1532-5415,hybrid oa
2017,JGT,3,124,Journal of Graph Theory,1097-0118,hybrid oa
2017,JHBP,2,109,Journal of Hepato-Biliary-Pancreatic Sciences,1868-6982,hybrid oa
2017,JHBS,1,58,Journal of the History of the Behavioral Sciences,1520-6696,hybrid oa
2017,JHN,2,88,Journal of Human Nutrition and Dietetics,1365-277X,hybrid oa
2017,JIB,1,88,Journal of the Institute of Brewing,2050-0416,hybrid oa
2017,JID,5,73,Journal of International Development,1099-1328,hybrid oa
2017,JIEC,31,172,Journal of Industrial Ecology,1530-9290,hybrid oa
2017,JIMD,29,110,Journal of Inherited Metabolic Disease,1573-2665,hybrid oa
2017,JIP,1,20,Journal of Investigative Psychology and Offender Profiling,1544-4767,hybrid oa
2017,JIPB,9,103,Journal of Integrative Plant Biology,1744-7909,hybrid oa
2017,JIR,5,103,Journal of Intellectual Disability Research,1365-2788,hybrid oa
2017,JLB,5,228,Journal of Leukocyte Biology,1938-3673,hybrid oa
2017,JLCA,1,72,Journal of Latin American & Caribbean Anthropology,1935-4940,hybrid oa
2017,JLCD,4,56,International Journal of Language & CommunicationDisorders,1460-6984,hybrid oa
2017,JLCR,3,93,Journal of Labelled Compounds and Radiopharmaceuticals,1099-1344,hybrid oa
2017,JLMS,3,83,Journal of the London Mathematical Society,1469-7750,hybrid oa
2017,JMG,3,45,Journal of Metamorphic Geology,1525-1314,hybrid oa
2017,JMI,9,161,Journal of Microscopy,1365-2818,hybrid oa
2017,JMOR,3,163,Journal of Morphology,1097-4687,hybrid oa
2017,JMP,1,80,Journal of Medical Primatology,1600-0684,hybrid oa
2017,JMR,3,92,Journal of Molecular Recognition,1099-1352,hybrid oa
2017,JMRI,17,371,Journal of Magnetic Resonance Imaging,1522-2586,hybrid oa
2017,JMS,2,133,Journal of Mass Spectrometry,1096-9888,hybrid oa
2017,JMV,10,260,Journal of Medical Virology,1096-9071,hybrid oa
2017,JNC,19,369,Journal of Neurochemistry,1471-4159,hybrid oa
2017,JNE,7,91,Journal of Neuroendocrinology,1365-2826,hybrid oa
2017,JNP,3,25,Journal of Neuropsychology,1748-6653,hybrid oa
2017,JNR,7,196,Journal of Neuroscience Research,1097-4547,hybrid oa
2017,JNS,5,52,Journal of the Peripheral Nervous System,1529-8027,hybrid oa
2017,JNU,1,95,Journal of Nursing Scholarship,1547-5069,hybrid oa
2017,JOA,18,163,Journal of Anatomy,1469-7580,hybrid oa
2017,JOAC,2,46,Journal of Agrarian Change,1471-0366,hybrid oa
2017,JOB,1,86,Journal of Organizational Behavior,1099-1379,hybrid oa
2017,JOC,30,410,International Journal of Climatology,1097-0088,hybrid oa
2017,JOCD,9,165,Journal of Cosmetic Dermatology,1473-2165,hybrid oa
2017,JOCN,15,559,Journal of Clinical Nursing,1365-2702,hybrid oa
2017,JOFO,2,45,Journal of Field Ornithology,1557-9263,hybrid oa
2017,JOHS,1,37,Journal of Historical Sociology,1467-6443,hybrid oa
2017,JOIM,10,134,Journal of Internal Medicine,1365-2796,hybrid oa
2017,JOLS,1,58,Journal of Law and Society,1467-6478,hybrid oa
2017,JOMF,2,67,Journal of Marriage and Family,1741-3737,hybrid oa
2017,JOMS,3,75,Journal of Management Studies,1467-6486,hybrid oa
2017,JON,5,72,Journal of Neuroimaging,1552-6569,hybrid oa
2017,JONM,5,101,Journal of Nursing Management,1365-2834,hybrid oa
2017,JOOM,4,24,Journal of Operations Management,1873-1317,hybrid oa
2017,JOOP,1,30,Journal of Occupational and Organizational Psychology,2044-8325,hybrid oa
2017,JOOR,1,121,Journal of Oral Rehabilitation,1365-2842,hybrid oa
2017,JOP,1,130,Journal of Oral Pathology & Medicine,1600-0714,hybrid oa
2017,JOPE,1,39,Journal of Philosophy of Education,1467-9752,hybrid oa
2017,JOPY,3,69,Journal of Personality,1467-6494,hybrid oa
2017,JOR,18,353,Journal of Orthopaedic Research ®,1554-527X,hybrid oa
2017,JORH,1,77,Journal of Religious History,1467-9809,hybrid oa
2017,JOSH,2,123,Journal of School Health,1746-1561,hybrid oa
2017,JPC,4,814,Journal of Paediatrics and Child Health,1440-1754,hybrid oa
2017,JPCU,1,118,The Journal of Popular Culture,1540-5931,hybrid oa
2017,JPE,27,213,Journal of Applied Ecology,1365-2664,hybrid oa
2017,JPEN,1,106,Journal of Parenteral and Enteral Nutrition,1941-2444,hybrid oa
2017,JPET,1,57,Journal of Public Economic Theory,1467-9779,hybrid oa
2017,JPH,2,109,Journal of Phytopathology,1439-0434,hybrid oa
2017,JPHD,2,69,Journal of Public Health Dentistry,1752-7325,hybrid oa
2017,JPHP,7,180,Journal of Pharmacy and Pharmacology,2042-7158,hybrid oa
2017,JPHS,1,48,Journal of Pharmaceutical Health Services Research,1759-8893,hybrid oa
2017,JPI,6,77,Journal of Pineal Research,1600-079X,hybrid oa
2017,JPIM,5,76,Journal of Product Innovation Management,1540-5885,hybrid oa
2017,JPIM,5,76,The Journal of Product Innovation Management,1540-5885,hybrid oa
2017,JPLN,3,116,Journal of Plant Nutrition and Soil Science,1522-2624,hybrid oa
2017,JPM,3,80,Journal of Psychiatric and Mental Health Nursing,1365-2850,hybrid oa
2017,JPN,6,219,Journal of Animal Physiology and Animal Nutrition,1439-0396,hybrid oa
2017,JPY,3,113,Journal of Phycology,1529-8817,hybrid oa
2017,JQS,6,73,Journal of Quaternary Science,1099-1417,hybrid oa
2017,JRAI,7,202,Journal of the Royal Anthropological Institute,1467-9655,hybrid oa
2017,JRE,1,85,Journal of Periodontal Research,1600-0765,hybrid oa
2017,JRIR,1,38,Journal of Research in Reading,1467-9817,hybrid oa
2017,JRS,2,237,Journal of Raman Spectroscopy,1097-4555,hybrid oa
2017,JRSM,12,53,Research Synthesis Methods,1759-2887,hybrid oa
2017,JSAP,1,196,Journal of Small Animal Practice,1748-5827,hybrid oa
2017,JSBM,2,78,Journal of Small Business Management,1540-627X,hybrid oa
2017,JSDE,6,106,Journal of Surfactants and Detergents,1558-9293,hybrid oa
2017,JSFA,9,645,Journal of the Science of Food and Agriculture,1097-0010,hybrid oa
2017,JSO,9,420,Journal of Surgical Oncology,1096-9098,hybrid oa
2017,JSR,13,334,Journal of Sleep Research,1365-2869,hybrid oa
2017,JSSC,2,600,Journal of Separation Science,1615-9314,hybrid oa
2017,JSY,54,156,Journal of Synchrotron Radiation,1600-5775,hybrid oa
2017,JTH,21,345,Journal of Thrombosis and Haemostasis,1538-7836,hybrid oa
2017,JTS,3,97,Journal of Traumatic Stress,1573-6598,hybrid oa
2017,JTSA,2,52,Journal of Time Series Analysis,1467-9892,hybrid oa
2017,JTXS,1,73,Journal of Texture Studies,1745-4603,hybrid oa
2017,JUM,3,442,Journal of Ultrasound in Medicine,1550-9613,hybrid oa
2017,JVH,14,176,Journal of Viral Hepatitis,1365-2893,hybrid oa
2017,JVP,6,93,Journal of Veterinary Pharmacology and Therapeutics,1365-2885,hybrid oa
2017,JWAS,6,100,Journal of the World Aquaculture Society,1749-7345,hybrid oa
2017,JWIP,1,21,The Journal of World Intellectual Property,1747-1796,hybrid oa
2017,JWMG,4,204,The Journal of Wildlife Management,1937-2817,hybrid oa
2017,JZO,1,95,Journal of Zoology,1469-7998,hybrid oa
2017,KIN,1,83,International Journal of Chemical Kinetics,1097-4601,hybrid oa
2017,KPM,2,28,Knowledge and Process Management,1099-1441,hybrid oa
2017,LABR,2,29,LABOUR,1467-9914,hybrid oa
2017,LAM,8,143,Letters In Applied Microbiology,1472-765X,hybrid oa
2017,LANG,5,53,Language Learning,1467-9922,hybrid oa
2017,LARY,1,643,The Laryngoscope,1531-4995,hybrid oa
2017,LASR,4,66,Law & Society Review,1540-5893,hybrid oa
2017,LCRP,1,20,Legal and Criminological Psychology,2044-8333,hybrid oa
2017,LDR,8,200,Land Degradation and Development,1099-145X,hybrid oa
2017,LEAP,4,54,Learned Publishing,1741-4857,hybrid oa
2017,LET,1,50,Lethaia,1502-3931,hybrid oa
2017,LIC3,1,59,Literature Compass,1741-4113,hybrid oa
2017,LIPD,6,85,Lipids,1558-9307,hybrid oa
2017,LIV,11,329,Liver International,1478-3231,hybrid oa
2017,LNC3,1,36,Language & Linguistics Compass,1749-818X,hybrid oa
2017,LNO,83,284,Limnology and Oceanography,1939-5590,hybrid oa
2017,LOM3,22,81,Limnology and Oceanography: Methods,1541-5856,hybrid oa
2017,LPOR,7,111,Laser & Photonics Reviews,1863-8899,hybrid oa
2017,LRE,1,44,"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",1440-1770,hybrid oa
2017,LS,1,39,Lubrication Science,1557-6833,hybrid oa
2017,LSM,5,144,Lasers in Surgery and Medicine,1096-9101,hybrid oa
2017,LSQ,1,34,Legislative Studies Quarterly,1939-9162,hybrid oa
2017,LT,2,248,Liver Transplantation,1527-6473,hybrid oa
2017,LUTS,3,56,LUTS,1757-5672,hybrid oa
2017,MABI,4,189,Macromolecular Bioscience,1616-5195,hybrid oa
2017,MACO,1,204,Materials and Corrosion,1521-4176,hybrid oa
2017,MACP,4,367,Macromolecular Chemistry and Physics,1521-3935,hybrid oa
2017,MAEC,1,73,Marine Ecology,1439-0485,hybrid oa
2017,MAFI,1,24,Mathematical Finance,1467-9965,hybrid oa
2017,MAME,2,198,Macromolecular Materials and Engineering,1439-2054,hybrid oa
2017,MANC,1,32,The Manchester School,1467-9957,hybrid oa
2017,MAPS,21,210,Meteoritics & Planetary Science,1945-5100,hybrid oa
2017,MAR,2,87,Psychology & Marketing,1520-6793,hybrid oa
2017,MARC,3,365,Macromolecular Rapid Communications,1521-3927,hybrid oa
2017,MAS,1,26,Mass Spectrometry Reviews,1098-2787,hybrid oa
2017,MATS,1,51,Macromolecular Theory and Simulations,1521-3919,hybrid oa
2017,MBE,4,26,"Mind, Brain, and Education",1751-228X,hybrid oa
2017,MC,9,176,Molecular Carcinogenesis,1098-2744,hybrid oa
2017,MDC3,4,108,Movement Disorders Clinical Practice(Electronic),2330-1619,hybrid oa
2017,MDS,24,373,Movement Disorders,1531-8257,hybrid oa
2017,MEC,35,484,Molecular Ecology,1365-294X,hybrid oa
2017,MECA,1,37,Metroeconomica,1467-999X,hybrid oa
2017,MED,3,49,Medicinal Research Reviews,1098-1128,hybrid oa
2017,MEDU,9,275,Medical Education,1365-2923,hybrid oa
2017,MEE3,36,234,Methods in Ecology and Evolution,2041-210X,hybrid oa
2017,MEN,11,109,Molecular Ecology Resources,1755-0998,hybrid oa
2017,MEPO,1,55,Middle East Policy,1475-4967,hybrid oa
2017,MICC,3,86,Microcirculation,1549-8719,hybrid oa
2017,MICE,1,82,Computer-Aided Civil and Infrastructure Engineering,1467-8667,hybrid oa
2017,MICR,2,145,Microsurgery,1098-2752,hybrid oa
2017,MILQ,5,67,The Milbank Quarterly,1468-0009,hybrid oa
2017,MIM,1,89,Microbiology and Immunology,1348-0421,hybrid oa
2017,MINF,2,74,Molecular Informatics,1868-1751,hybrid oa
2017,MMI,28,285,Molecular Microbiology,1365-2958,hybrid oa
2017,MMS,7,89,Marine Mammal Science,1748-7692,hybrid oa
2017,MNFR,19,316,Molecular Nutrition & Food Research,1613-4133,hybrid oa
2017,MOP,2,627,Microwave and Optical Technology Letters,1098-2760,hybrid oa
2017,MP,34,701,Medical Physics,2473-4209,hybrid oa
2017,MPO,6,515,Pediatric Blood & Cancer,1545-5017,hybrid oa
2017,MRC,6,134,Magnetic Resonance in Chemistry,1097-458X,hybrid oa
2017,MRD,5,159,Molecular Reproduction & Development,1098-2795,hybrid oa
2017,MRM,52,475,Magnetic Resonance in Medicine,1522-2594,hybrid oa
2017,MSC,2,49,Musculoskeletal Care,1557-0681,hybrid oa
2017,MUS,15,506,Muscle & Nerve,1097-4598,hybrid oa
2017,MUSA,1,19,Music Analysis,1468-2249,hybrid oa
2017,MVE,10,65,Medical and Veterinary Entomology,1365-2915,hybrid oa
2017,MYC,6,138,Mycoses,1439-0507,hybrid oa
2017,NAN,8,79,Neuropathology and Applied Neurobiology,1365-2990,hybrid oa
2017,NANA,1,89,Nations and Nationalism,1469-8129,hybrid oa
2017,NAU,7,259,Neurourology and Urodynamics,1520-6777,hybrid oa
2017,NAVI,1,44,Navigation,2161-4296,hybrid oa
2017,NBM,13,194,NMR in Biomedicine,1099-1492,hybrid oa
2017,NBU,9,59,Nutrition Bulletin,1467-3010,hybrid oa
2017,NCN3,3,62,Neurology and Clinical Neuroscience,2049-4173,hybrid oa
2017,NDI,3,70,Nutrition & Dietetics,1747-0080,hybrid oa
2017,NEM,1,56,International Journal of Network Management,1099-1190,hybrid oa
2017,NEP,7,236,Nephrology,1440-1797,hybrid oa
2017,NER,5,194,Neuromodulation,1525-1403,hybrid oa
2017,NHS,1,71,Nursing & Health Sciences,1442-2018,hybrid oa
2017,NIN,2,52,Nursing Inquiry,1440-1800,hybrid oa
2017,NJB,2,86,Nordic Journal of Botany,1756-1051,hybrid oa
2017,NLA,1,54,Numerical Linear Algebra With Applications,1099-1506,hybrid oa
2017,NME,12,266,International Journal for Numerical Methods in Engineering,1097-0207,hybrid oa
2017,NMO,5,271,Neurogastroenterology & Motility,1365-2982,hybrid oa
2017,NPH,52,558,New Phytologist,1469-8137,hybrid oa
2017,NRM,2,33,Natural Resource Modeling,1939-7445,hybrid oa
2017,NTWE,1,24,"New Technology, Work and Employment",1468-005X,hybrid oa
2017,NUR,2,65,Research in Nursing & Health,1098-240X,hybrid oa
2017,NZG,1,41,New Zealand Geographer,1745-7939,hybrid oa
2017,OA,3,62,International Journal of Osteoarchaeology,1099-1212,hybrid oa
2017,OBES,4,71,Oxford Bulletin of Economics and Statistics,1468-0084,hybrid oa
2017,OBR,24,152,Obesity Reviews,1467-789X,hybrid oa
2017,OBY,15,352,Obesity,1930-739X,hybrid oa
2017,OCA,2,99,Optimal Control Applications and Methods,1099-1514,hybrid oa
2017,OCR,7,76,Orthodontics & Craniofacial Research,1601-6343,hybrid oa
2017,ODI,2,132,Oral Diseases,1601-0825,hybrid oa
2017,OIK,9,155,Oikos,1600-0706,hybrid oa
2017,OJOA,1,31,Oxford Journal of Archaeology,1468-0092,hybrid oa
2017,OMI,3,29,Molecular Oral Microbiology,2041-1014,hybrid oa
2017,OPN,2,37,International Journal of Older People Nursing,1748-3743,hybrid oa
2017,OPO,11,81,Ophthalmic and Physiological Optics,1475-1313,hybrid oa
2017,ORS,1,54,Oral Surgery,1752-248X,hybrid oa
2017,PA,2,50,Journal of Public Affairs,1479-1854,hybrid oa
2017,PACE,7,267,Pacing and Clinical Electrophysiology,1540-8159,hybrid oa
2017,PAD,2,40,Public Administration and Development,1099-162X,hybrid oa
2017,PADM,1,86,Public Administration,1467-9299,hybrid oa
2017,PADR,6,96,Population and Development Review,1728-4457,hybrid oa
2017,PAI,6,155,Pediatric Allergy and Immunology,1399-3038,hybrid oa
2017,PALA,12,71,Palaeontology,1475-4983,hybrid oa
2017,PALO,9,93,Paleoceanography and Paleoclimatology,1944-9186,hybrid oa
2017,PAN,2,244,Pediatric Anesthesia,1460-9592,hybrid oa
2017,PAPR,7,111,Pain Practice,1533-2500,hybrid oa
2017,PAPT,5,47,"Psychology and Psychotherapy: Theory, Research and Practice",2044-8341,hybrid oa
2017,PAT,1,245,Polymers for Advanced Technologies,1099-1581,hybrid oa
2017,PATH,16,153,The Journal of Pathology,1096-9896,hybrid oa
2017,PBR,4,101,Plant Breeding,1439-0523,hybrid oa
2017,PC,2,436,Polymer Composites,1548-0569,hybrid oa
2017,PCA,1,76,Phytochemical Analysis,1099-1565,hybrid oa
2017,PCE,24,240,"Plant, Cell & Environment",1365-3040,hybrid oa
2017,PCHJ,3,49,PsyCh Journal,2046-0260,hybrid oa
2017,PCMR,7,117,Pigment Cell & Melanoma Research,1755-148X,hybrid oa
2017,PCN,10,122,Psychiatry and Clinical Neurosciences,1440-1819,hybrid oa
2017,PD,20,227,Prenatal Diagnosis,1097-0223,hybrid oa
2017,PDS,28,223,Pharmacoepidemiology and Drug Safety,1099-1557,hybrid oa
2017,PED,4,270,Pediatrics International,1442-200X,hybrid oa
2017,PEDI,4,146,Pediatric Diabetes,1399-5448,hybrid oa
2017,PER,3,48,European Journal of Personality,1099-0984,hybrid oa
2017,PETR,3,244,Pediatric Transplantation,1399-3046,hybrid oa
2017,PHAR,4,188,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,1875-9114,hybrid oa
2017,PHC3,2,86,Philosophy Compass,1747-9991,hybrid oa
2017,PHEN,1,44,Physiological Entomology,1365-3032,hybrid oa
2017,PHN,1,61,Public Health Nursing,1525-1446,hybrid oa
2017,PHOR,1,82,The Photogrammetric Record,1477-9730,hybrid oa
2017,PHP,2,176,Photochemistry and Photobiology,1751-1097,hybrid oa
2017,PHPP,2,91,"Photodermatology, Photoimmunology & Photomedicine",1600-0781,hybrid oa
2017,PHPR,3,115,Philosophy and Phenomenological Research,1933-1592,hybrid oa
2017,PI,1,202,Polymer International,1097-0126,hybrid oa
2017,PIM,4,101,Parasite Immunology,1365-3024,hybrid oa
2017,PIN,4,113,Pathology International,1440-1827,hybrid oa
2017,PIP,6,122,Progress in Photovoltaics: Research and Applications,1099-159X,hybrid oa
2017,PIRS,4,68,Papers In Regional Science,1435-5957,hybrid oa
2017,PITS,1,110,Psychology in the Schools,1520-6807,hybrid oa
2017,PLB,2,143,Plant Biology,1438-8677,hybrid oa
2017,PLMS,1,104,Proceedings of the London Mathematical Society,1460-244X,hybrid oa
2017,PMH,1,44,Personality and Mental Health,1932-863X,hybrid oa
2017,PMIC,10,272,Proteomics,1615-9861,hybrid oa
2017,PMR,5,751,PM&R,1934-1563,hybrid oa
2017,POI3,1,24,Policy & Internet (Electronic),1944-2866,hybrid oa
2017,POL,4,454,Journal of Polymer Science,1099-0518,hybrid oa
2017,POMS,2,158,Production and Operations Management,1937-5956,hybrid oa
2017,PON,10,272,Psycho-Oncology,1099-1611,hybrid oa
2017,POPE,3,34,Population Ecology,1438-390X,hybrid oa
2017,POPS,1,86,Political Psychology,1467-9221,hybrid oa
2017,PPA,10,155,Plant Pathology,1365-3059,hybrid oa
2017,PPAP,3,133,Plasma Processes and Polymers,1612-8869,hybrid oa
